Label,Year,Team,Conference,Wins,Losses,Seed,Outcome
Norfolk St.2007,2007,Norfolk St.,MEAC,11,19,17.0,None
Iona2007,2007,Iona,MAAC,2,28,17.0,None
Charleston Southern2007,2007,Charleston Southern,BSth,8,22,17.0,None
The Citadel2007,2007,The Citadel,SC,7,23,17.0,None
Savannah St.2007,2007,Savannah St.,ind,12,18,17.0,None
Denver2007,2007,Denver,SB,4,25,17.0,None
Alcorn St.2007,2007,Alcorn St.,SWAC,11,19,17.0,None
Winston Salem St.2007,2007,Winston Salem St.,ind,5,24,17.0,None
Howard2007,2007,Howard,MEAC,9,22,17.0,None
Alabama A&M2007,2007,Alabama A&M,SWAC,10,20,17.0,None
Prairie View A&M2007,2007,Prairie View A&M,SWAC,8,22,17.0,None
Bethune Cookman2007,2007,Bethune Cookman,MEAC,9,21,17.0,None
NJIT2007,2007,NJIT,ind,5,24,17.0,None
North Florida2007,2007,North Florida,ASun,3,26,17.0,None
Maryland Eastern Shore2007,2007,Maryland Eastern Shore,MEAC,4,27,17.0,None
Kansas2008,2008,Kansas,B12,37,3,1.0,Champ
Memphis2008,2008,Memphis,CUSA,38,2,1.0,F4
North Carolina2008,2008,North Carolina,ACC,36,3,1.0,F4
UCLA2008,2008,UCLA,P10,35,4,1.0,F4
Wisconsin2008,2008,Wisconsin,B10,31,5,3.0,S16
Duke2008,2008,Duke,ACC,28,6,2.0,R32
Georgetown2008,2008,Georgetown,BE,28,6,2.0,R32
Louisville2008,2008,Louisville,BE,27,9,3.0,E8
Texas2008,2008,Texas,B12,31,7,2.0,E8
Washington St.2008,2008,Washington St.,P10,26,9,4.0,S16
Davidson2008,2008,Davidson,SC,29,7,10.0,E8
Stanford2008,2008,Stanford,P10,28,8,3.0,S16
Tennessee2008,2008,Tennessee,SEC,31,5,2.0,S16
Marquette2008,2008,Marquette,BE,25,10,6.0,R32
Xavier2008,2008,Xavier,A10,30,7,3.0,E8
Clemson2008,2008,Clemson,ACC,24,10,5.0,R64
Drake2008,2008,Drake,MVC,28,5,5.0,R64
West Virginia2008,2008,West Virginia,BE,26,11,7.0,S16
Michigan St.2008,2008,Michigan St.,B10,27,9,5.0,S16
Butler2008,2008,Butler,Horz,30,4,7.0,R32
Texas A&M2008,2008,Texas A&M,B12,25,11,9.0,R32
Pittsburgh2008,2008,Pittsburgh,BE,27,10,4.0,R32
Arizona2008,2008,Arizona,P10,19,15,10.0,R64
Notre Dame2008,2008,Notre Dame,BE,25,8,5.0,R32
Gonzaga2008,2008,Gonzaga,WCC,25,8,7.0,R64
Kansas St.2008,2008,Kansas St.,B12,21,12,11.0,R32
Connecticut2008,2008,Connecticut,BE,24,9,4.0,R64
USC2008,2008,USC,P10,21,12,6.0,R64
Indiana2008,2008,Indiana,B10,25,8,8.0,R64
Purdue2008,2008,Purdue,B10,25,9,6.0,R32
Ohio St.2008,2008,Ohio St.,B10,24,13,17.0,None
New Mexico2008,2008,New Mexico,MWC,24,9,17.0,None
Mississippi St.2008,2008,Mississippi St.,SEC,23,11,8.0,R32
Virginia Tech2008,2008,Virginia Tech,ACC,21,14,17.0,None
BYU2008,2008,BYU,MWC,27,8,8.0,R64
Oregon2008,2008,Oregon,P10,18,14,9.0,R64
Miami FL2008,2008,Miami FL,ACC,23,11,7.0,R32
Florida2008,2008,Florida,SEC,24,12,17.0,None
Nebraska2008,2008,Nebraska,B12,20,13,17.0,None
Arkansas2008,2008,Arkansas,SEC,23,12,9.0,R32
Baylor2008,2008,Baylor,B12,21,11,11.0,R64
Saint Mary's2008,2008,Saint Mary's,WCC,25,7,10.0,R64
Western Kentucky2008,2008,Western Kentucky,SB,29,7,12.0,S16
Oklahoma2008,2008,Oklahoma,B12,23,12,6.0,R32
Saint Joseph's2008,2008,Saint Joseph's,A10,21,13,11.0,R64
Villanova2008,2008,Villanova,BE,22,13,12.0,S16
Syracuse2008,2008,Syracuse,BE,21,14,17.0,None
UNLV2008,2008,UNLV,MWC,27,8,8.0,R32
Arizona St.2008,2008,Arizona St.,P10,21,13,17.0,None
Mississippi2008,2008,Mississippi,SEC,24,11,17.0,None
Illinois2008,2008,Illinois,B10,16,19,17.0,None
Massachusetts2008,2008,Massachusetts,A10,25,11,17.0,None
Georgia Tech2008,2008,Georgia Tech,ACC,15,17,17.0,None
Missouri2008,2008,Missouri,B12,16,16,17.0,None
Kent St.2008,2008,Kent St.,MAC,28,7,9.0,R64
Vanderbilt2008,2008,Vanderbilt,SEC,26,8,4.0,R64
Temple2008,2008,Temple,A10,21,13,12.0,R64
Illinois St.2008,2008,Illinois St.,MVC,25,10,17.0,None
Florida St.2008,2008,Florida St.,ACC,19,15,17.0,None
Dayton2008,2008,Dayton,A10,23,11,17.0,None
UAB2008,2008,UAB,CUSA,23,11,17.0,None
Southern Illinois2008,2008,Southern Illinois,MVC,18,15,17.0,None
Maryland2008,2008,Maryland,ACC,19,15,17.0,None
Utah2008,2008,Utah,MWC,18,15,17.0,None
South Alabama2008,2008,South Alabama,SB,26,7,10.0,R64
IUPUI2008,2008,IUPUI,Sum,26,7,17.0,None
California2008,2008,California,P10,17,16,17.0,None
VCU2008,2008,VCU,CAA,24,8,17.0,None
Washington2008,2008,Washington,P10,16,17,17.0,None
Minnesota2008,2008,Minnesota,B10,20,14,17.0,None
Houston2008,2008,Houston,CUSA,24,10,17.0,None
Rhode Island2008,2008,Rhode Island,A10,21,12,17.0,None
Wake Forest2008,2008,Wake Forest,ACC,17,13,17.0,None
Creighton2008,2008,Creighton,MVC,22,11,17.0,None
Oklahoma St.2008,2008,Oklahoma St.,B12,17,16,17.0,None
Akron2008,2008,Akron,MAC,24,11,17.0,None
Oral Roberts2008,2008,Oral Roberts,Sum,24,9,13.0,R64
Kentucky2008,2008,Kentucky,SEC,18,13,11.0,R64
Duquesne2008,2008,Duquesne,A10,17,13,17.0,None
George Mason2008,2008,George Mason,CAA,23,11,12.0,R64
Miami OH2008,2008,Miami OH,MAC,17,16,17.0,None
Tulsa2008,2008,Tulsa,CUSA,25,14,17.0,None
Texas Tech2008,2008,Texas Tech,B12,16,15,17.0,None
Charlotte2008,2008,Charlotte,A10,20,14,17.0,None
Providence2008,2008,Providence,BE,15,16,17.0,None
Alabama2008,2008,Alabama,SEC,17,16,17.0,None
Bradley2008,2008,Bradley,MVC,21,17,17.0,None
Cal St. Fullerton2008,2008,Cal St. Fullerton,BW,24,9,14.0,R64
Missouri St.2008,2008,Missouri St.,MVC,17,16,17.0,None
Virginia2008,2008,Virginia,ACC,17,16,17.0,None
Georgia2008,2008,Georgia,SEC,17,17,14.0,R64
San Diego St.2008,2008,San Diego St.,MWC,20,13,17.0,None
Siena2008,2008,Siena,MAAC,23,11,13.0,R32
Western Michigan2008,2008,Western Michigan,MAC,20,12,17.0,None
Ohio2008,2008,Ohio,MAC,20,13,17.0,None
Stephen F. Austin2008,2008,Stephen F. Austin,Slnd,26,6,17.0,None
UCF2008,2008,UCF,CUSA,16,15,17.0,None
Southern Miss2008,2008,Southern Miss,CUSA,19,14,17.0,None
UNC Greensboro2008,2008,UNC Greensboro,SC,19,12,17.0,None
New Mexico St.2008,2008,New Mexico St.,WAC,21,14,17.0,None
Nevada2008,2008,Nevada,WAC,21,12,17.0,None
Cincinnati2008,2008,Cincinnati,BE,13,19,17.0,None
Cleveland St.2008,2008,Cleveland St.,Horz,21,13,17.0,None
Winthrop2008,2008,Winthrop,BSth,22,12,13.0,R64
Boston College2008,2008,Boston College,ACC,14,17,17.0,None
South Carolina2008,2008,South Carolina,SEC,14,18,17.0,None
Seton Hall2008,2008,Seton Hall,BE,17,15,17.0,None
UTEP2008,2008,UTEP,CUSA,19,14,17.0,None
Utah St.2008,2008,Utah St.,WAC,24,11,17.0,None
North Carolina St.2008,2008,North Carolina St.,ACC,15,16,17.0,None
South Florida2008,2008,South Florida,BE,12,19,17.0,None
Portland St.2008,2008,Portland St.,BSky,23,10,16.0,R64
Illinois Chicago2008,2008,Illinois Chicago,Horz,18,15,17.0,None
DePaul2008,2008,DePaul,BE,11,19,17.0,None
LSU2008,2008,LSU,SEC,13,18,17.0,None
Wright St.2008,2008,Wright St.,Horz,21,10,17.0,None
UC Santa Barbara2008,2008,UC Santa Barbara,BW,23,9,17.0,None
Old Dominion2008,2008,Old Dominion,CAA,18,16,17.0,None
Valparaiso2008,2008,Valparaiso,Horz,22,14,17.0,None
San Diego2008,2008,San Diego,WCC,22,14,13.0,R32
Northern Iowa2008,2008,Northern Iowa,MVC,18,14,17.0,None
Rider2008,2008,Rider,MAAC,23,11,17.0,None
Cornell2008,2008,Cornell,Ivy,22,6,14.0,R64
Iowa St.2008,2008,Iowa St.,B12,14,18,17.0,None
Colorado2008,2008,Colorado,B12,12,20,17.0,None
Boise St.2008,2008,Boise St.,WAC,25,9,14.0,R64
UMBC2008,2008,UMBC,AE,24,9,15.0,R64
Georgia Southern2008,2008,Georgia Southern,SC,20,12,17.0,None
Belmont2008,2008,Belmont,ASun,25,9,15.0,R64
Penn St.2008,2008,Penn St.,B10,15,16,17.0,None
Cal St. Northridge2008,2008,Cal St. Northridge,BW,20,10,17.0,None
Indiana St.2008,2008,Indiana St.,MVC,15,16,17.0,None
North Texas2008,2008,North Texas,SB,20,11,17.0,None
Brown2008,2008,Brown,Ivy,19,10,17.0,None
Niagara2008,2008,Niagara,MAAC,19,10,17.0,None
North Dakota St.2008,2008,North Dakota St.,Sum,16,13,17.0,None
Michigan2008,2008,Michigan,B10,10,22,17.0,None
Sam Houston St.2008,2008,Sam Houston St.,Slnd,23,8,17.0,None
Marshall2008,2008,Marshall,CUSA,16,14,17.0,None
St. John's2008,2008,St. John's,BE,11,19,17.0,None
Appalachian St.2008,2008,Appalachian St.,SC,18,13,17.0,None
Oakland2008,2008,Oakland,Sum,17,14,17.0,None
Pacific2008,2008,Pacific,BW,21,10,17.0,None
Robert Morris2008,2008,Robert Morris,NEC,26,8,17.0,None
Green Bay2008,2008,Green Bay,Horz,15,15,17.0,None
Iowa2008,2008,Iowa,B10,13,19,17.0,None
La Salle2008,2008,La Salle,A10,15,17,17.0,None
Marist2008,2008,Marist,MAAC,18,14,17.0,None
Auburn2008,2008,Auburn,SEC,14,16,17.0,None
American2008,2008,American,Pat,21,12,15.0,R64
Richmond2008,2008,Richmond,A10,16,15,17.0,None
Northern Arizona2008,2008,Northern Arizona,BSky,21,11,17.0,None
Northeastern2008,2008,Northeastern,CAA,14,17,17.0,None
Wichita St.2008,2008,Wichita St.,MVC,11,20,17.0,None
Santa Clara2008,2008,Santa Clara,WCC,15,16,17.0,None
Air Force2008,2008,Air Force,MWC,16,14,17.0,None
Saint Louis2008,2008,Saint Louis,A10,16,15,17.0,None
Chattanooga2008,2008,Chattanooga,SC,18,13,17.0,None
Fordham2008,2008,Fordham,A10,12,17,17.0,None
Lamar2008,2008,Lamar,Slnd,19,11,17.0,None
UC Irvine2008,2008,UC Irvine,BW,18,16,17.0,None
UNC Wilmington2008,2008,UNC Wilmington,CAA,20,13,17.0,None
Loyola MD2008,2008,Loyola MD,MAAC,19,14,17.0,None
Tulane2008,2008,Tulane,CUSA,17,15,17.0,None
Middle Tennessee2008,2008,Middle Tennessee,SB,17,15,17.0,None
College of Charleston2008,2008,College of Charleston,SC,16,17,17.0,None
Milwaukee2008,2008,Milwaukee,Horz,14,16,17.0,None
Austin Peay2008,2008,Austin Peay,OVC,24,11,15.0,R64
Morgan St.2008,2008,Morgan St.,MEAC,22,11,17.0,None
Holy Cross2008,2008,Holy Cross,Pat,15,14,17.0,None
George Washington2008,2008,George Washington,A10,9,17,17.0,None
UNC Asheville2008,2008,UNC Asheville,BSth,23,10,17.0,None
Mount St. Mary's2008,2008,Mount St. Mary's,NEC,19,15,16.0,R64
East Tennessee St.2008,2008,East Tennessee St.,ASun,19,13,17.0,None
Vermont2008,2008,Vermont,AE,16,15,17.0,None
Albany2008,2008,Albany,AE,15,15,17.0,None
TCU2008,2008,TCU,MWC,14,16,17.0,None
Central Michigan2008,2008,Central Michigan,MAC,14,17,17.0,None
New Orleans2008,2008,New Orleans,SB,19,13,17.0,None
UT Arlington2008,2008,UT Arlington,Slnd,21,12,16.0,R64
Buffalo2008,2008,Buffalo,MAC,10,20,17.0,None
Eastern Michigan2008,2008,Eastern Michigan,MAC,14,17,17.0,None
Rutgers2008,2008,Rutgers,BE,11,20,17.0,None
Elon2008,2008,Elon,SC,14,19,17.0,None
Lafayette2008,2008,Lafayette,Pat,15,15,17.0,None
Weber St.2008,2008,Weber St.,BSky,16,14,17.0,None
High Point2008,2008,High Point,BSth,17,14,17.0,None
Gardner Webb2008,2008,Gardner Webb,ASun,16,16,17.0,None
William & Mary2008,2008,William & Mary,CAA,17,16,17.0,None
Fresno St.2008,2008,Fresno St.,WAC,13,19,17.0,None
Northwestern2008,2008,Northwestern,B10,8,22,17.0,None
Colgate2008,2008,Colgate,Pat,18,14,17.0,None
Arkansas Little Rock2008,2008,Arkansas Little Rock,SB,20,11,17.0,None
Wyoming2008,2008,Wyoming,MWC,12,18,17.0,None
Louisiana Lafayette2008,2008,Louisiana Lafayette,SB,15,15,17.0,None
Montana2008,2008,Montana,BSky,14,16,17.0,None
Lipscomb2008,2008,Lipscomb,ASun,15,16,17.0,None
IPFW2008,2008,IPFW,Sum,13,18,17.0,None
Loyola Chicago2008,2008,Loyola Chicago,Horz,12,19,17.0,None
Navy2008,2008,Navy,Pat,16,14,17.0,None
Central Connecticut2008,2008,Central Connecticut,NEC,14,16,17.0,None
Murray St.2008,2008,Murray St.,OVC,18,13,17.0,None
Wofford2008,2008,Wofford,SC,16,16,17.0,None
Bowling Green2008,2008,Bowling Green,MAC,13,17,17.0,None
Liberty2008,2008,Liberty,BSth,16,16,17.0,None
Alabama St.2008,2008,Alabama St.,SWAC,20,11,17.0,None
Delaware2008,2008,Delaware,CAA,14,17,17.0,None
Southeastern Louisiana2008,2008,Southeastern Louisiana,Slnd,17,13,17.0,None
Sacred Heart2008,2008,Sacred Heart,NEC,18,14,17.0,None
Fairfield2008,2008,Fairfield,MAAC,14,16,17.0,None
Jacksonville2008,2008,Jacksonville,ASun,18,13,17.0,None
Hampton2008,2008,Hampton,MEAC,18,12,17.0,None
LIU Brooklyn2008,2008,LIU Brooklyn,NEC,15,15,17.0,None
Hofstra2008,2008,Hofstra,CAA,12,18,17.0,None
Utah Valley St.2008,2008,Utah Valley St.,ind,15,14,17.0,None
James Madison2008,2008,James Madison,CAA,13,17,17.0,None
Evansville2008,2008,Evansville,MVC,9,21,17.0,None
St. Bonaventure2008,2008,St. Bonaventure,A10,8,22,17.0,None
Iona2008,2008,Iona,MAAC,12,20,17.0,None
Southern Utah2008,2008,Southern Utah,Sum,11,19,17.0,None
Toledo2008,2008,Toledo,MAC,11,19,17.0,None
Youngstown St.2008,2008,Youngstown St.,Horz,9,21,17.0,None
Florida Atlantic2008,2008,Florida Atlantic,SB,15,18,17.0,None
Binghamton2008,2008,Binghamton,AE,14,16,17.0,None
East Carolina2008,2008,East Carolina,CUSA,11,19,17.0,None
Boston University2008,2008,Boston University,AE,14,17,17.0,None
Pepperdine2008,2008,Pepperdine,WCC,11,21,17.0,None
Wagner2008,2008,Wagner,NEC,23,8,17.0,None
Tennessee St.2008,2008,Tennessee St.,OVC,15,17,17.0,None
Montana St.2008,2008,Montana St.,BSky,15,15,17.0,None
Hawaii2008,2008,Hawaii,WAC,11,19,17.0,None
Yale2008,2008,Yale,Ivy,13,15,17.0,None
Denver2008,2008,Denver,SB,11,19,17.0,None
Ball St.2008,2008,Ball St.,MAC,6,24,17.0,None
Northern Colorado2008,2008,Northern Colorado,BSky,13,16,17.0,None
McNeese St.2008,2008,McNeese St.,Slnd,13,16,17.0,None
Quinnipiac2008,2008,Quinnipiac,NEC,15,15,17.0,None
Manhattan2008,2008,Manhattan,MAAC,12,19,17.0,None
Troy2008,2008,Troy,SB,12,19,17.0,None
Towson2008,2008,Towson,CAA,13,18,17.0,None
Bucknell2008,2008,Bucknell,Pat,12,19,17.0,None
Nicholls St.2008,2008,Nicholls St.,Slnd,10,21,17.0,None
Western Carolina2008,2008,Western Carolina,SC,10,21,17.0,None
Texas Pan American2008,2008,Texas Pan American,ind,18,13,17.0,None
Hartford2008,2008,Hartford,AE,18,16,17.0,None
Oregon St.2008,2008,Oregon St.,P10,6,25,17.0,None
Tennessee Martin2008,2008,Tennessee Martin,OVC,17,16,17.0,None
Eastern Washington2008,2008,Eastern Washington,BSky,11,19,17.0,None
Tennessee Tech2008,2008,Tennessee Tech,OVC,13,19,17.0,None
Lehigh2008,2008,Lehigh,Pat,14,15,17.0,None
Detroit2008,2008,Detroit,Horz,7,23,17.0,None
Georgia St.2008,2008,Georgia St.,CAA,9,21,17.0,None
Northwestern St.2008,2008,Northwestern St.,Slnd,15,18,17.0,None
San Francisco2008,2008,San Francisco,WCC,10,21,17.0,None
VMI2008,2008,VMI,BSth,14,15,17.0,None
Western Illinois2008,2008,Western Illinois,Sum,12,18,17.0,None
Drexel2008,2008,Drexel,CAA,12,20,17.0,None
UMKC2008,2008,UMKC,Sum,11,21,17.0,None
San Jose St.2008,2008,San Jose St.,WAC,13,19,17.0,None
FIU2008,2008,FIU,SB,9,20,17.0,None
Texas St.2008,2008,Texas St.,Slnd,13,16,17.0,None
Columbia2008,2008,Columbia,Ivy,14,15,17.0,None
Chicago St.2008,2008,Chicago St.,ind,11,17,17.0,None
Army2008,2008,Army,Pat,14,16,17.0,None
Colorado St.2008,2008,Colorado St.,MWC,7,25,17.0,None
Northern Illinois2008,2008,Northern Illinois,MAC,6,22,17.0,None
Cal Poly2008,2008,Cal Poly,BW,12,18,17.0,None
Portland2008,2008,Portland,WCC,9,22,17.0,None
Louisiana Monroe2008,2008,Louisiana Monroe,SB,10,21,17.0,None
Arkansas St.2008,2008,Arkansas St.,SB,10,20,17.0,None
Stetson2008,2008,Stetson,ASun,16,16,17.0,None
Texas A&M Corpus Chris2008,2008,Texas A&M Corpus Chris,Slnd,9,20,17.0,None
Centenary2008,2008,Centenary,Sum,10,21,17.0,None
South Dakota St.2008,2008,South Dakota St.,Sum,8,21,17.0,None
Delaware St.2008,2008,Delaware St.,MEAC,14,16,17.0,None
New Hampshire2008,2008,New Hampshire,AE,9,20,17.0,None
Saint Peter's2008,2008,Saint Peter's,MAAC,6,24,17.0,None
Eastern Kentucky2008,2008,Eastern Kentucky,OVC,14,16,17.0,None
Central Arkansas2008,2008,Central Arkansas,Slnd,14,16,17.0,None
Harvard2008,2008,Harvard,Ivy,8,22,17.0,None
Mercer2008,2008,Mercer,ASun,11,19,17.0,None
UTSA2008,2008,UTSA,Slnd,13,17,17.0,None
SMU2008,2008,SMU,CUSA,10,20,17.0,None
USC Upstate2008,2008,USC Upstate,ASun,7,23,17.0,None
Savannah St.2008,2008,Savannah St.,ind,13,18,17.0,None
Coastal Carolina2008,2008,Coastal Carolina,BSth,13,15,17.0,None
Morehead St.2008,2008,Morehead St.,OVC,15,15,17.0,None
Campbell2008,2008,Campbell,ASun,10,20,17.0,None
Penn2008,2008,Penn,Ivy,13,18,17.0,None
Norfolk St.2008,2008,Norfolk St.,MEAC,16,15,17.0,None
Furman2008,2008,Furman,SC,7,23,17.0,None
Idaho2008,2008,Idaho,WAC,8,21,17.0,None
Presbyterian2008,2008,Presbyterian,ind,5,25,17.0,None
UC Riverside2008,2008,UC Riverside,BW,9,21,17.0,None
Idaho St.2008,2008,Idaho St.,BSky,12,19,17.0,None
St. Francis NY2008,2008,St. Francis NY,NEC,7,22,17.0,None
Radford2008,2008,Radford,BSth,10,20,17.0,None
Coppin St.2008,2008,Coppin St.,MEAC,16,21,16.0,R64
Samford2008,2008,Samford,OVC,14,16,17.0,None
Stony Brook2008,2008,Stony Brook,AE,7,23,17.0,None
Florida A&M2008,2008,Florida A&M,MEAC,15,17,17.0,None
Rice2008,2008,Rice,CUSA,3,27,17.0,None
Fairleigh Dickinson2008,2008,Fairleigh Dickinson,NEC,8,20,17.0,None
Long Beach St.2008,2008,Long Beach St.,BW,6,25,17.0,None
Canisius2008,2008,Canisius,MAAC,6,25,17.0,None
Mississippi Valley St.2008,2008,Mississippi Valley St.,SWAC,17,16,16.0,R64
Florida Gulf Coast2008,2008,Florida Gulf Coast,ASun,10,21,17.0,None
North Carolina A&T2008,2008,North Carolina A&T,MEAC,15,16,17.0,None
Monmouth2008,2008,Monmouth,NEC,7,24,17.0,None
Southeast Missouri St.2008,2008,Southeast Missouri St.,OVC,12,19,17.0,None
Kennesaw St.2008,2008,Kennesaw St.,ASun,10,20,17.0,None
Princeton2008,2008,Princeton,Ivy,6,23,17.0,None
Dartmouth2008,2008,Dartmouth,Ivy,10,18,17.0,None
Southern2008,2008,Southern,SWAC,11,19,17.0,None
Jackson St.2008,2008,Jackson St.,SWAC,14,20,17.0,None
Charleston Southern2008,2008,Charleston Southern,BSth,10,20,17.0,None
South Carolina St.2008,2008,South Carolina St.,MEAC,13,20,17.0,None
Alabama A&M2008,2008,Alabama A&M,SWAC,14,15,17.0,None
St. Francis PA2008,2008,St. Francis PA,NEC,6,23,17.0,None
Cal St. Bakersfield2008,2008,Cal St. Bakersfield,ind,8,21,17.0,None
UC Davis2008,2008,UC Davis,BW,9,22,17.0,None
Maine2008,2008,Maine,AE,7,23,17.0,None
Winston Salem St.2008,2008,Winston Salem St.,ind,12,18,17.0,None
Bethune Cookman2008,2008,Bethune Cookman,MEAC,11,21,17.0,None
Eastern Illinois2008,2008,Eastern Illinois,OVC,7,22,17.0,None
Jacksonville St.2008,2008,Jacksonville St.,OVC,7,22,17.0,None
Longwood2008,2008,Longwood,ind,9,22,17.0,None
Louisiana Tech2008,2008,Louisiana Tech,WAC,6,24,17.0,None
Arkansas Pine Bluff2008,2008,Arkansas Pine Bluff,SWAC,13,18,17.0,None
The Citadel2008,2008,The Citadel,SC,6,24,17.0,None
Prairie View A&M2008,2008,Prairie View A&M,SWAC,8,22,17.0,None
Loyola Marymount2008,2008,Loyola Marymount,WCC,5,26,17.0,None
Sacramento St.2008,2008,Sacramento St.,BSky,4,24,17.0,None
North Carolina Central2008,2008,North Carolina Central,ind,4,26,17.0,None
Texas Southern2008,2008,Texas Southern,SWAC,7,25,17.0,None
Howard2008,2008,Howard,MEAC,6,26,17.0,None
North Florida2008,2008,North Florida,ASun,3,26,17.0,None
Grambling St.2008,2008,Grambling St.,SWAC,7,19,17.0,None
Alcorn St.2008,2008,Alcorn St.,SWAC,7,24,17.0,None
Maryland Eastern Shore2008,2008,Maryland Eastern Shore,MEAC,4,28,17.0,None
NJIT2008,2008,NJIT,ind,0,29,17.0,None
North Carolina2009,2009,North Carolina,ACC,34,4,1.0,Champ
Connecticut2009,2009,Connecticut,BE,31,5,1.0,F4
Pittsburgh2009,2009,Pittsburgh,BE,31,5,1.0,E8
Memphis2009,2009,Memphis,CUSA,33,4,2.0,S16
Louisville2009,2009,Louisville,BE,31,6,1.0,E8
Missouri2009,2009,Missouri,B12,31,7,3.0,E8
Oklahoma2009,2009,Oklahoma,B12,30,6,2.0,E8
Gonzaga2009,2009,Gonzaga,WCC,28,6,4.0,S16
Michigan St.2009,2009,Michigan St.,B10,31,7,2.0,C2
Duke2009,2009,Duke,ACC,30,7,2.0,S16
West Virginia2009,2009,West Virginia,BE,23,12,6.0,R64
UCLA2009,2009,UCLA,P10,26,9,6.0,R32
Villanova2009,2009,Villanova,BE,30,8,3.0,F4
Kansas2009,2009,Kansas,B12,27,8,3.0,S16
Arizona St.2009,2009,Arizona St.,P10,25,10,6.0,R32
Syracuse2009,2009,Syracuse,BE,28,10,3.0,S16
Washington2009,2009,Washington,P10,26,9,4.0,R32
Purdue2009,2009,Purdue,B10,27,10,5.0,R32
Marquette2009,2009,Marquette,BE,25,10,6.0,R32
Xavier2009,2009,Xavier,A10,27,8,4.0,S16
BYU2009,2009,BYU,MWC,25,8,8.0,R64
Texas2009,2009,Texas,B12,23,12,7.0,R32
Clemson2009,2009,Clemson,ACC,23,9,7.0,R64
Wake Forest2009,2009,Wake Forest,ACC,24,7,4.0,R64
Illinois2009,2009,Illinois,B10,24,10,5.0,R64
Oklahoma St.2009,2009,Oklahoma St.,B12,23,12,8.0,R32
USC2009,2009,USC,P10,22,13,10.0,R32
Utah2009,2009,Utah,MWC,24,10,5.0,R64
Wisconsin2009,2009,Wisconsin,B10,20,13,12.0,R32
California2009,2009,California,P10,22,11,7.0,R64
Georgetown2009,2009,Georgetown,BE,16,15,17.0,None
Tennessee2009,2009,Tennessee,SEC,21,13,9.0,R64
Baylor2009,2009,Baylor,B12,24,15,17.0,None
Ohio St.2009,2009,Ohio St.,B10,22,11,8.0,R64
Florida2009,2009,Florida,SEC,25,11,17.0,None
San Diego St.2009,2009,San Diego St.,MWC,26,10,17.0,None
Arizona2009,2009,Arizona,P10,21,14,12.0,S16
Butler2009,2009,Butler,Horz,26,6,9.0,R64
Florida St.2009,2009,Florida St.,ACC,25,10,5.0,R64
Minnesota2009,2009,Minnesota,B10,22,11,10.0,R64
Notre Dame2009,2009,Notre Dame,BE,21,15,17.0,None
Miami FL2009,2009,Miami FL,ACC,19,13,17.0,None
New Mexico2009,2009,New Mexico,MWC,22,12,17.0,None
Utah St.2009,2009,Utah St.,WAC,30,5,11.0,R64
Texas A&M2009,2009,Texas A&M,B12,24,10,9.0,R32
LSU2009,2009,LSU,SEC,27,8,8.0,R32
Michigan2009,2009,Michigan,B10,21,14,10.0,R32
Kentucky2009,2009,Kentucky,SEC,22,14,17.0,None
Washington St.2009,2009,Washington St.,P10,17,16,17.0,None
Temple2009,2009,Temple,A10,22,12,11.0,R64
Kansas St.2009,2009,Kansas St.,B12,22,12,17.0,None
Stanford2009,2009,Stanford,P10,20,14,17.0,None
UAB2009,2009,UAB,CUSA,22,12,17.0,None
VCU2009,2009,VCU,CAA,24,10,11.0,R64
Maryland2009,2009,Maryland,ACC,21,14,10.0,R32
Saint Mary's2009,2009,Saint Mary's,WCC,28,7,17.0,None
Penn St.2009,2009,Penn St.,B10,27,11,17.0,None
Tulsa2009,2009,Tulsa,CUSA,25,11,17.0,None
Auburn2009,2009,Auburn,SEC,24,12,17.0,None
Illinois St.2009,2009,Illinois St.,MVC,24,10,17.0,None
North Dakota St.2009,2009,North Dakota St.,Sum,26,7,14.0,R64
Rhode Island2009,2009,Rhode Island,A10,23,11,17.0,None
Nebraska2009,2009,Nebraska,B12,18,13,17.0,None
Davidson2009,2009,Davidson,SC,27,8,17.0,None
Northwestern2009,2009,Northwestern,B10,17,14,17.0,None
Cleveland St.2009,2009,Cleveland St.,Horz,26,11,13.0,R32
Siena2009,2009,Siena,MAAC,27,8,9.0,R32
Creighton2009,2009,Creighton,MVC,27,8,17.0,None
Mississippi St.2009,2009,Mississippi St.,SEC,23,13,13.0,R64
Houston2009,2009,Houston,CUSA,21,12,17.0,None
South Carolina2009,2009,South Carolina,SEC,21,10,17.0,None
Virginia Tech2009,2009,Virginia Tech,ACC,19,15,17.0,None
UNLV2009,2009,UNLV,MWC,21,11,17.0,None
Boston College2009,2009,Boston College,ACC,22,12,7.0,R64
Niagara2009,2009,Niagara,MAAC,26,9,17.0,None
Seton Hall2009,2009,Seton Hall,BE,17,15,17.0,None
Providence2009,2009,Providence,BE,19,14,17.0,None
Dayton2009,2009,Dayton,A10,27,8,11.0,R32
Green Bay2009,2009,Green Bay,Horz,22,11,17.0,None
Vanderbilt2009,2009,Vanderbilt,SEC,19,12,17.0,None
North Carolina St.2009,2009,North Carolina St.,ACC,16,14,17.0,None
UTEP2009,2009,UTEP,CUSA,23,14,17.0,None
Northern Iowa2009,2009,Northern Iowa,MVC,23,11,12.0,R64
Vermont2009,2009,Vermont,AE,24,9,17.0,None
